StartTime,Dur,Proto,SrcAddr,DstAddr,State,TotPkts,TotBytes,SrcBytes
2025/05/16 01:24:11.107089,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.111731,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.108711,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:15.731127,0.453190089,tcp,192.168.150.67,35.174.127.31,CON,2,347,208
2025/05/16 01:24:18.645675,0.0,tcp,192.168.150.67,52.39.98.168,CON,1,55,33
2025/05/16 01:24:11.110076,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.107508,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.107872,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.111526,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:06.433578,0.0,udp,192.168.150.67,8.8.8.8,CON,1,71,42
2025/05/16 01:24:06.433933,0.0,udp,192.168.150.67,8.8.8.8,CON,1,71,42
2025/05/16 01:24:11.108486,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:06.434391,0.0,udp,192.168.150.67,8.8.8.8,CON,1,71,42
2025/05/16 01:24:11.111150,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.110992,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.110438,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.109464,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.110265,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.111887,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.108889,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.110810,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.109668,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.109280,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:16.132725,0.0,tcp,35.174.127.31,192.168.150.67,CON,2,372,223
2025/05/16 01:24:19.205091,0.0,tcp,52.39.98.168,192.168.150.67,CON,1,54,32
2025/05/16 01:24:11.320640,0.0,udp,8.8.8.8,192.168.150.67,CON,1,126,75
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,117,70
2025/05/16 01:24:11.320640,0.0,udp,8.8.8.8,192.168.150.67,CON,1,117,70
2025/05/16 01:24:06.308410,0.0,udp,8.8.8.8,192.168.150.67,CON,1,153,91
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,141,84
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,102,61
2025/05/16 01:24:06.308410,0.0,udp,8.8.8.8,192.168.150.67,CON,1,129,77
2025/05/16 01:24:06.281291,0.0,udp,8.8.8.8,192.168.150.67,CON,1,131,78
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,146,87
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,141,84
2025/05/16 01:24:06.479885,0.0,udp,8.8.8.8,192.168.150.67,CON,1,239,143
2025/05/16 01:24:06.481064,0.0,udp,8.8.8.8,192.168.150.67,CON,1,167,100
2025/05/16 01:24:06.282409,0.0,udp,8.8.8.8,192.168.150.67,CON,1,107,64
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,141,84
2025/05/16 01:24:06.481064,0.0,udp,8.8.8.8,192.168.150.67,CON,1,127,76
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,146,87
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,102,61
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,158,94
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,102,61
2025/05/16 01:24:06.281291,0.0,udp,8.8.8.8,192.168.150.67,CON,1,95,57
2025/05/16 01:24:06.282409,0.0,udp,8.8.8.8,192.168.150.67,CON,1,119,71
2025/05/16 01:24:11.320640,0.0,udp,8.8.8.8,192.168.150.67,CON,1,117,70
2025/05/16 01:24:11.320640,0.0,udp,8.8.8.8,192.168.150.67,CON,1,158,94
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,158,94
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,126,75
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,146,87
2025/05/16 01:24:11.318156,0.0,udp,8.8.8.8,192.168.150.67,CON,1,126,75
2025/05/16 01:24:12.242336,8.9884e-05,other,,,CON,2,172,103
2025/05/16 01:24:13.386996,0.0,other,,,CON,1,86,51
2025/05/16 01:24:11.373456,0.071676969,other,,,CON,11,7680,4608
2025/05/16 01:24:13.734744,0.0,other,,,CON,1,86,51
2025/05/16 01:24:13.730460,0.0,other,,,CON,1,86,51
2025/05/16 01:24:22.071571,0.0,other,,,CON,1,86,51
2025/05/16 01:24:17.179563,0.0,other,,,CON,1,74,44
2025/05/16 01:24:10.446324,0.0,other,,,CON,1,86,51
2025/05/16 01:24:17.153270,0.0,other,,,CON,1,86,51
2025/05/16 01:24:24.327878,0.0,other,,,CON,1,86,51
2025/05/16 01:24:06.490391,0.095088005,other,,,CON,9,6068,3640
2025/05/16 01:24:06.786201,15.598403931,other,,,CON,5,430,258
2025/05/16 01:24:06.790841,15.593764782,other,,,CON,5,430,258
2025/05/16 01:24:06.815829,1.247096061,other,,,CON,17,7399,4439
2025/05/16 01:24:06.583044,0.249918938,other,,,CON,15,9346,5607
2025/05/16 01:24:11.357739,1.841636181,other,,,CON,15,7150,4290
2025/05/16 01:24:11.356810,0.129971981,other,,,CON,16,7222,4333
2025/05/16 01:24:11.356810,1.8427248,other,,,CON,8,4313,2587
2025/05/16 01:24:11.356810,1.827491999,other,,,CON,16,7222,4333
2025/05/16 01:24:11.356810,1.8427248,other,,,CON,7,4240,2544
2025/05/16 01:24:11.369587,0.075546026,other,,,CON,11,7681,4608
2025/05/16 01:24:08.062926,0.901444913,other,,,CON,14,8135,4881
2025/05/16 01:24:11.373456,0.160810946,other,,,CON,16,9229,5537
2025/05/16 01:24:13.322644,0.0,other,,,CON,1,75,45
2025/05/16 01:24:11.323749,1.735179902,other,,,CON,11,5038,3022
2025/05/16 01:24:13.682117,0.0,other,,,CON,1,75,45
2025/05/16 01:24:13.682037,0.0,other,,,CON,1,75,45
2025/05/16 01:24:21.734510,0.0,other,,,CON,1,75,45
2025/05/16 01:24:17.144750,0.0,other,,,CON,1,75,45
2025/05/16 01:24:10.361290,0.0,other,,,CON,1,75,45
2025/05/16 01:24:17.064882,0.0,other,,,CON,1,75,45
2025/05/16 01:24:24.109400,0.0,other,,,CON,1,75,45
2025/05/16 01:24:06.306494,0.251173973,other,,,CON,6,875,525
2025/05/16 01:24:06.306787,0.25315094,other,,,CON,5,2143,1285
2025/05/16 01:24:06.434794,0.122659206,other,,,CON,4,308,184
2025/05/16 01:24:06.482558,0.0,other,,,CON,1,86,51
2025/05/16 01:24:06.483391,0.0,other,,,CON,1,86,51
2025/05/16 01:24:06.523313,6.561581851,other,,,CON,12,3471,2082
2025/05/16 01:24:06.523509,6.563103914,other,,,CON,13,3376,2025
2025/05/16 01:24:11.320162,1.879276037,other,,,CON,12,3158,1894
2025/05/16 01:24:11.320493,1.764858961,other,,,CON,11,3020,1812
2025/05/16 01:24:11.324269,1.875285864,other,,,CON,8,2467,1480
2025/05/16 01:24:11.324613,1.859748841,other,,,CON,12,3126,1875
2025/05/16 01:24:11.324987,1.874599219,other,,,CON,8,2403,1441
2025/05/16 01:24:11.322570,1.738727808,other,,,CON,12,5144,3086
2025/05/16 01:24:07.724939,0.753606796,other,,,CON,11,6072,3643
2025/05/16 01:24:11.323082,0.251263142,other,,,CON,16,6225,3735
2025/05/16 01:24:06.451427,0.105921983,other,,,CON,5,1543,925
2025/05/16 01:24:06.471499,0.08585,other,,,CON,3,234,140
